Dates,SMA_50,SMA_200,SMA_crossover,DEMA,MACD,MACD_Signal,RSI,ROC,BIAS,Z_Score,Keltner_upper,Keltner_lower,Bollinger_upper,Bollinger_lower
2009-06-23,228.70204,317.78166,0,232.78265678933343,1.0240744625789944,0.6263596602419412,53.92627824019024,3.0004816036492765,-1.4282344526369586,-0.30194386864230494,247.82789996072466,215.35649996072465,251.744105198302,208.22939480169805
2009-06-24,228.50046000000003,316.26802,0,230.5311937878379,-0.0578637035716838,0.48951498747921623,48.38053017280378,-1.2862082902950447,-4.5758080662932565,-1.0152404615414754,247.38900472636993,213.55040472636995,251.11014785132272,209.5822521486773
2009-06-25,228.51294000000001,314.87409499999995,0,229.47087877946774,-0.5179022815692633,0.28803153366952033,49.22012326724963,-0.6201920737506522,-2.3298379243183,-0.5125236358485722,245.456113800049,214.376113800049,250.92820628733432,209.10379371266566
2009-06-26,228.48628,313.54057500000005,0,229.67235444128292,-0.38294786511073653,0.15383565391346898,57.23732048718416,5.842616244674463,0.19270750352400487,0.042829004439179745,245.4402267714729,214.55902677147293,251.07804319224175,209.62015680775824
2009-06-29,228.5139,312.11985,0,228.2055410538683,-0.9948673637245804,-0.07590494961414089,51.900233859087024,1.6917905279908982,-3.1778461173024777,-0.7569136352763307,243.13938612657074,215.28698612657075,248.25036345265806,209.78943654734195
2009-06-30,228.45505999999997,310.57831,0,225.83435330540536,-1.9518770294337457,-0.4510993655780619,49.46245004958223,-0.5052882219391988,-5.333744290072235,-1.2599967896302866,241.70313030499258,214.13273030499258,247.04410627401452,208.47829372598548
2009-07-01,228.32508,309.10876,0,223.39262044731748,-2.85883472160549,-0.9326464367835475,40.93238042880703,-7.175734583960532,-6.1824913322882935,-1.4014540731348673,238.4730417045171,214.59064170451708,247.49008797684823,207.35891202315176
2009-07-02,228.14584,307.573745,0,219.4670421172518,-4.344128244285855,-1.6149427982840092,38.52673627999876,-9.836436471073611,-10.249005092442946,-2.0414976085321457,237.00995201837262,211.61795201837262,249.1906256065748,203.71577439342522
2009-07-03,228.10604,306.12197,0,216.10643906595308,-5.458314015681765,-2.3836170417635607,23.486829393958928,-16.84334993105875,-9.794598567455987,-1.7656424332054372,234.66438992138475,209.95018992138475,250.31009344690762,200.31480655309235
2009-07-06,227.97710000000004,304.765895,0,211.93340628186544,-6.8430884631779065,-3.27551132604643,22.309226383468143,-18.7577958916428,-12.561403884355979,-2.0053607932223856,232.08250516696717,207.53030516696714,252.3011105792712,196.12328942072878
2009-07-07,227.69827999999998,303.323305,0,207.781736304126,-8.110178546393627,-4.24244477011587,14.131734986558968,-22.43844544576762,-13.528615750066495,-1.924828938217941,229.83532848439887,204.63092848439885,254.28872392006713,191.6090760799329
2009-07-08,227.37846000000002,301.765525,0,203.47204966652862,-9.351355351803193,-5.264226886453335,15.119239290481502,-21.19276448628605,-14.907158642804527,-1.8947082724908664,227.3929733906466,201.60297339064658,256.39965897354284,186.6787410264572
2009-07-09,227.15653999999998,300.30312,0,200.36939870317536,-9.970563899040854,-6.205494288970839,19.50108039226548,-18.688360408073198,-12.758290662424315,-1.5119174835058828,224.20698544868023,200.42858544868025,256.6929085858693,182.5602914141307
2009-07-10,226.68734,298.87067,0,197.39309350457395,-10.499065593896091,-7.0642085499558895,20.589955833747666,-17.497759486291535,-12.945259921781194,-1.4359257022204643,221.79970588213925,198.51590588213926,257.1149607360542,178.56033926394582
2009-07-13,225.87932,297.576515,0,193.76455257325108,-11.286796943496114,-7.908726228663935,19.716830518443814,-19.077026228264412,-14.589054042603491,-1.5649210792321322,217.97548627431647,197.2536862743165,254.83757035194083,174.7420296480591
2009-07-14,225.39016000000004,296.3507,0,192.393791832887,-11.030828092687045,-8.533146601468557,31.705104072153063,-12.29220312457349,-9.2183920494812,-1.0000329399327637,217.18683520057206,195.21803520057207,251.51521034529367,173.21178965470637
2009-07-15,224.40990000000002,295.092255,0,189.78610068866254,-11.359424256951314,-9.09840213256511,24.042434683488537,-17.840085107519464,-11.75458156359305,-1.325383704904148,215.22356518146998,193.06236518146997,246.2652031998977,172.06359680010235
2009-07-16,223.62940000000003,293.915185,0,191.53093310176982,-9.760672827164626,-9.230856271485013,36.74968450345697,-10.6454701832378,-0.6221955360849635,-0.07527581069591983,216.65125897371092,192.0310589737109,241.81966264658382,173.2106373534162
2009-07-17,222.57358,292.83222,0,193.10267180636086,-8.392389822891118,-9.063162981766235,40.76520617325243,-6.972968585112424,0.11310528983806435,0.014728559753483517,216.48501050002415,192.56661050002418,237.69294986700965,174.40095013299037
2009-07-20,221.55108,291.70538,0,194.71289172729496,-7.134989864296301,-8.677528358272248,44.78605549344445,-3.8068205534916717,1.2105445767046725,0.16751646817247332,216.2931190238314,193.3069190238314,234.54168660160752,175.30691339839245
2009-07-21,220.36988000000002,290.57041499999997,0,196.30921332490954,-5.996821921074769,-8.141387070832753,46.729660556862534,-2.37153409197428,2.1076016007497866,0.30865643154901773,216.4011314977522,193.86633149775224,231.86450308239554,176.14429691760446
2009-07-22,219.42706,289.50387,0,198.62234539620027,-4.642042798367584,-7.44151821633972,56.93170799279679,4.924130601641382,4.701225029667114,0.7034339157185363,216.97949992653773,194.83429992653774,230.90114791482404,176.45225208517599
2009-07-23,218.26028000000002,288.3331,0,198.1701896051598,-4.617551544983115,-6.876724882068399,47.8719191166193,-1.7978390505992778,-1.3997150032345558,-0.22305619151523864,217.25899040972462,193.35159040972462,227.82815926131502,177.01854073868498
2009-07-24,217.4897,287.176235,0,199.29175650088263,-3.895439576719127,-6.280467820998545,56.73555432679016,5.964865747163954,3.215170804706898,0.5930101567029951,217.69265798975084,193.38205798975088,223.09572129975797,179.445878700242
2009-07-27,216.56751999999997,286.00835,0,199.35843818648897,-3.693403822931458,-5.763055021385128,55.54853772148473,5.103559887336801,1.1536829493547698,0.23566852044253417,217.02188580025077,193.49828580025078,219.92729268686756,180.70270731313244
2009-07-28,215.8382,284.787745,0,198.7389877006793,-3.8024595278222364,-5.37093592267255,55.79648574244639,5.428244056144373,-0.3633096825263856,-0.07943902809982553,216.1765919145126,193.10299191451261,217.71713973748783,181.22626026251217
2009-07-29,214.86613999999997,283.544965,0,196.64087074789018,-4.5442500712230185,-5.205598752382644,49.13249882913953,-0.8507040489337472,-4.198791441148188,-0.9527596735854108,215.43224030360665,191.05424030360666,215.78057963512896,180.82402036487105
2009-07-30,214.544,282.47022,0,196.7569711947191,-4.240738387890616,-5.012626679484239,55.26210445123559,5.683987386494266,1.1384937345122677,0.2599839718359112,215.19517456040603,190.75297456040602,215.51625066771882,180.8056493322812
2009-07-31,214.23126,281.429615,0,196.01101286484692,-4.339038483423451,-4.8779090402720815,56.00854971500951,6.619643071287627,-1.1025709802347148,-0.2532668432122119,214.97459126893878,189.56859126893877,214.998827519825,180.558472480175
2009-08-03,214.32332000000002,280.52839,0,199.06828495431802,-2.7520196011950873,-4.452731152456683,60.29402570492038,11.956719073381498,8.587819527424275,1.7982154508265074,217.5710301957065,189.55623019570652,217.75347235628854,179.7828276437115
2009-08-04,214.3568,279.5981,0,201.43153684656696,-1.6054604245068163,-3.8832770068667095,64.07209498770894,16.06529488888166,7.201073256727179,1.441938448843779,218.42157017706776,190.7375701770678,219.80049463937647,179.88020536062353
2009-08-05,214.433,278.587225,0,203.88054316338238,-0.5136837427766068,-3.209358354048689,55.938122009987076,4.94753277988983,7.548848118626871,1.48052116231198,219.34219682687083,192.07359682687084,221.75715212764368,180.71484787235636
2009-08-06,213.81612,277.603455,0,203.09477696772902,-0.9296002030418151,-2.7534067238473146,47.12217150149708,-2.84225324801241,-0.6245396403300187,-0.12581069257727628,220.13010189097838,190.2779018909784,221.6994904066962,181.65360959330377
2009-08-07,213.26794,276.49251,0,201.75697038155712,-1.5396247778587906,-2.51065033464961,44.88533537607125,-5.1507919288348845,-2.6276940515243363,-0.5482510396617478,219.49499218707567,189.2973921870757,221.3968783461508,182.66462165384922
2009-08-10,212.20051999999998,275.35575,0,200.29563691413244,-2.1409759429962207,-2.436715456318932,43.661624075287506,-6.40842230586066,-3.776199891612173,-0.8669174758659994,218.15413102640179,188.8399310264018,220.25638431278543,184.95521568721455
2009-08-11,211.17680000000001,274.074565,0,198.0797096365886,-3.014821147101088,-2.552336594475363,38.813156874059906,-11.090634554423879,-6.34513315863698,-1.4212700202300308,216.4327995000778,187.91439950007782,220.52258662275307,184.37041337724696
2009-08-12,210.50046000000003,272.76752,0,195.5865926621222,-3.9299440717177276,-2.8278580899238364,43.02221942600689,-6.668169747983364,-8.02375826198029,-1.8326600759576752,214.43031859530848,186.8897185953085,220.26614447957016,184.79715552042987
2009-08-13,209.61954000000003,271.505565,0,192.0723123935715,-5.212949849446204,-3.30487644182831,34.6540602074374,-14.016424218501793,-11.199336421053466,-2.188194141455496,210.93275015766005,186.18995015766006,221.7418248599103,180.56147514008967
2009-08-14,208.5659,270.28592499999996,0,188.12172639238995,-6.577311073028966,-3.9593633680684417,34.606275591297106,-14.434968858882865,-13.097067012854222,-2.1899855176071905,209.0533406188353,183.2723406188353,223.369214880918,175.64378511908203
2009-08-17,207.59205999999998,268.89458499999995,0,184.02553489126493,-7.891664612040756,-4.745823616862904,34.55644313643052,-14.785631984382167,-14.292856987423871,-2.0872687800350835,206.7898843694224,180.4306843694224,224.66674664812678,170.54185335187327
2009-08-18,206.54648,267.65299000000005,0,179.88870207613755,-9.117637731072335,-5.620186439704791,36.54786784650273,-12.739503937339453,-15.195485113910634,-1.9774728424683183,204.40760966757264,177.51080966757266,225.51998248875992,165.43561751124008
2009-08-19,205.55241999999998,266.510185,0,176.59760127213406,-9.876053847338397,-6.471359921231513,29.31043023803035,-16.67124046363333,-13.543027492752985,-1.6677742763481531,201.75455636589905,175.60115636589907,224.5371414464976,161.79375855350244
2009-08-20,204.10902,265.34766,0,172.12635910584424,-11.100943353275198,-7.397276607640251,27.76383088545819,-19.38158876880133,-17.471235071270872,-1.909910334251311,198.36864147390867,173.08424147390866,226.02733138424486,156.11336861575512
2009-08-21,202.60346,264.14924499999995,0,166.96583334971277,-12.536307571849335,-8.425082800482068,4.7234435516105435,-30.439032978437524,-20.219543844472238,-1.977346680023727,194.9190613335364,169.75526133353642,226.67733064270897,149.70306935729104
2009-08-24,200.84545999999997,262.914445,0,163.74475141918597,-13.00970908130941,-9.342008056647536,12.673633565275864,-26.942879415210687,-15.801994195856617,-1.4567575055335447,192.58502692081865,167.17002692081869,226.21161480048863,145.55728519951134
2009-08-25,199.1055,261.67391499999997,0,160.64401313665329,-13.407528394062354,-10.1551121241305,9.833415246126364,-28.698822235673,-15.979197752838964,-1.3910318421737946,189.98220054740736,164.90380054740737,225.85864898924166,141.46705101075833
2009-08-26,197.25058,260.370785,0,158.3202884823655,-13.44683949785383,-10.813457598875168,14.492015221233274,-22.255098120418932,-14.366621371522314,-1.1921989551696515,187.19509573336856,163.5710957333686,225.8077493448621,138.1017506551379
2009-08-27,195.51093999999998,259.181575,0,155.74466545713338,-13.610540909680736,-11.372874261036282,14.516977942231904,-22.61821250292291,-15.215245181924894,-1.2177785456550638,184.30435328257155,162.05115328257156,224.41096076074436,134.67953923925566
2009-08-28,193.67831999999999,257.90065000000004,0,152.11430134389684,-14.238938985503182,-11.946087205929663,13.163451248083732,-26.130132594701344,-18.62109105703921,-1.4062497002770546,181.86625773185045,158.9340577318505,223.83249887784186,130.09950112215816
2009-08-31,191.90824,256.480445,0,148.5866672163368,-14.78112050946092,-12.513093866635915,13.697310800439396,-25.44659574580302,-18.406527754848987,-1.3960419565301267,177.34185699548377,157.92585699548377,218.92495422160712,127.55864577839284
2009-09-01,190.05311999999998,255.160595,0,144.2895094183447,-15.62841235290972,-13.136157563890677,12.903500191383472,-28.094652702100593,-20.848585233314555,-1.5816078858743805,174.71358966258055,154.13738966258057,213.84233766653324,124.61276233346678
2009-09-02,188.23525999999998,253.66229499999997,0,139.7650468270782,-16.515636306005945,-13.812053312313731,13.402046675992025,-27.829966857757064,-21.800695594256283,-1.702224343566716,171.61514778995385,150.47154778995386,207.07760024946046,122.62609975053951
2009-09-03,186.12382000000002,252.11485499999998,0,134.18006001810878,-17.806542408220906,-14.610951131495167,12.555175457956267,-31.31441886755453,-25.93537031537408,-1.9193778696040937,167.0009146671011,147.09371466710112,204.2370899533297,117.3334100466703
2009-09-04,184.09858,250.73429499999997,0,131.36627208588564,-17.78171337254065,-15.245103579704264,24.767503737678325,-23.51781106630215,-17.719279634773738,-1.3244565052380932,165.05541327023437,143.79801327023435,199.54818554736113,115.30321445263888
2009-09-07,182.25436000000002,249.32444999999998,0,129.0462754149648,-17.559619816124012,-15.708006826988214,25.94672082188508,-21.862897679973937,-15.973260592457569,-1.2325060194483233,162.50769295878348,141.60369295878348,194.11130282522538,114.19769717477466
2009-09-08,180.60774,247.98944,0,127.83198992774874,-16.886280194246297,-15.94366150043983,28.3435440989481,-20.192808598544946,-11.931229683382051,-0.968503422274366,160.5594222008041,139.97602220080412,188.6260795734056,114.05102042659438
2009-09-09,179.02698,246.68364000000003,0,127.07680394000272,-16.083016613638478,-15.971532523079562,33.213577443738686,-14.815331540764037,-9.691221238557267,-0.8443468628381662,158.81356294358469,138.6853629435847,182.88506140353368,114.59653859646627
2009-09-10,178.05412,245.582025,0,130.20237002314028,-13.653017892494006,-15.507829596962452,52.71041889396443,2.9719126942366665,4.786069371860381,0.45136702322257977,160.6326521870528,137.98085218705282,178.8283779606064,116.2509220393936
2009-09-11,176.80016,244.495815,0,130.43258289370738,-12.714779374303959,-14.949219552430755,41.13006278126562,-10.200560982934109,-3.66838224760981,-0.3699040573324771,160.6790948359049,136.26569483590492,174.83587396547685,116.96032603452315
2009-09-14,176.01015999999998,243.54444999999998,0,133.61562260958019,-10.558281625017685,-14.07103196694814,51.07561584185123,1.447040145157635,7.772785492241531,0.8280590638457112,162.64680008962824,135.83620008962828,172.52736465455106,117.98753534544895
2009-09-15,175.30722000000003,242.59449,0,136.6273388159107,-8.661284452499757,-12.989082464058464,50.88302996305394,1.1719100979372798,8.829260462924756,0.9761544230463055,163.19715722394938,136.88555722394938,171.05408360799268,118.64741639200733
2009-09-16,175.10757999999998,241.715655,0,143.07323495020017,-5.409730719586861,-11.473212115164145,60.896941979635294,17.28011456574721,22.76391401602591,2.3111403859691992,167.87665177404944,137.6328517740494,174.0752082680896,116.77899173191038
2009-09-17,174.5593,240.79253999999997,0,146.07006843019502,-3.9444993821811636,-9.96746956856755,57.95545042381234,14.011929478588739,12.651395552591612,1.255570298693652,169.46821350985425,138.21981350985425,175.12492854845394,116.3796714515461
2009-09-18,174.35428,239.97967,0,151.4440924949509,-1.5394378000863185,-8.281863214871304,63.645496229217635,26.90620711122429,21.85399963454737,1.9508555996875458,172.66547888986813,139.88787888986812,180.19745895474048,114.2319410452595
2009-09-21,174.0811,239.069925,0,154.3566419675066,-0.4027606312076273,-6.706042698138569,62.663463916069084,26.763770474668892,14.820302287885562,1.2786340109689514,174.274938043214,140.853338043214,182.15938966629932,113.59841033370066
2009-09-22,173.65259999999998,238.13499,0,157.1651312911406,0.6173911179846243,-5.241355934913931,65.37127296692472,32.92840908209411,15.215867546329376,1.2653602178132404,175.52612013433648,142.2303201343365,184.50090623134543,112.96159376865454
2009-09-23,173.62664,237.30076999999997,0,161.7549093425404,2.3603431594544872,-3.7210161160402473,72.8991431771647,53.906873241802074,22.10156187803766,1.7062177547124315,178.89199916916158,143.5123991691616,188.99225927201076,111.21684072798928
2009-09-24,173.25797999999998,236.51122500000002,0,166.52563550849317,4.058857230014041,-2.16504144682939,71.70091035058181,44.977650137804844,23.642085753648793,1.694145498745092,181.51666591495575,145.95226591495572,194.27373711013712,109.49176288986285
2009-09-25,172.91668,235.795475,0,170.8821289413162,5.456942530537731,-0.6406446513559659,71.99796547199574,46.077000872378036,22.75301773646977,1.5470190597512685,183.2643834468647,149.05798344686468,199.48443746000058,108.80126253999944
2009-09-28,172.31072,235.03164500000003,0,172.41815074059937,5.524240785585789,0.5923324360323851,65.21542894837341,32.88140934259689,13.580729876451372,0.9200669318338905,185.25174216621093,149.15554216621092,201.96302060758384,109.89797939241615
2009-09-29,171.7198,234.13805,0,174.01755950835175,5.645716731442974,1.603009295114503,65.36142495609243,33.07773625359202,13.015588814897294,0.897246102865389,185.77645719800034,150.83165719800036,204.06018201273872,112.28201798726128
2009-09-30,171.00498,233.18432500000003,0,175.1436101367536,5.577075757610942,2.3978225876137906,59.12065863018933,14.81879159901941,10.529199693650702,0.7601492447455167,186.2747088934289,152.08710889342888,205.09226304311758,116.10973695688247
2009-10-01,170.28838,232.161845,0,173.59234899459045,4.362794929023323,2.7908170558956975,59.26410727113097,16.517012223755923,0.5682140943502397,0.046295703008269046,186.15073185595946,151.17853185595948,202.80606223322022,122.86343776677981
2009-10-02,169.59356,231.21174,0,173.90968534765332,4.098890633930182,3.0524317715025946,56.940495574922586,10.50987556532182,4.843848716655077,0.43250359144405987,186.44321929824903,151.71201929824903,201.96863672563848,128.04786327436153
2009-10-05,169.19832000000002,230.214365,0,175.95041932059004,4.6322090279861925,3.3683872227993144,59.90730557737628,16.0010149708196,9.058660538935777,0.9004061839211465,188.74250793651103,152.03870793651103,201.4132289258489,133.93657107415106
2009-10-06,168.80219999999997,229.26807499999998,0,176.97200500527893,4.684316498793777,3.631573077998207,50.18535135184127,0.22909058320076614,5.285516379502327,0.6008743485314306,189.57403099017665,152.83583099017665,199.85811125080994,140.05758874919007
2009-10-07,168.59910000000002,228.40065499999997,0,177.98576557705124,4.7419583463063475,3.853650131659835,58.066913730631455,9.518734164880135,4.405902250793408,0.6068640459849148,190.37820899111222,153.67280899111222,197.24116674639325,147.22403325360673
2009-10-08,168.23044,227.54405,0,179.22465107388024,4.905626935140333,4.064045492355935,51.54880187025132,1.4477080278950025,4.82843634928797,0.7008931806598473,189.5154367062444,156.43243670624437,197.52051602967845,149.68298397032152
2009-10-09,167.81662,226.54240000000001,0,178.9800140218615,4.413405722002977,4.133917538285344,53.14298362107128,3.010689360699681,-0.23545543629413462,-0.04544782549327986,189.00173797231636,157.31433797231634,193.48568562905143,157.1539143709486
2009-10-12,167.07868,225.52918499999998,0,179.47460351876356,4.29926766929421,4.166987564487117,54.52256208900718,4.42280085433177,1.417795169957744,0.3143581736118249,188.3556962606672,159.06189626066717,192.35473523822617,160.52416476177382
2009-10-13,166.15874,224.49040000000002,0,177.9323186985971,3.3067291075503533,3.994935873099765,40.8900460159845,-8.209297250109119,-4.9359733038216005,-1.2611865747216853,188.79578709298463,157.5789870929846,190.8214224156458,163.11687758435423
2009-10-14,165.0834,223.45862,0,175.57069036554836,2.046766085015406,3.6053019154828934,34.97722463326281,-13.382430467913798,-7.671637749960192,-1.7753480467291138,186.26137879841465,158.10817879841463,191.40135321633375,160.94974678366623
2009-10-15,164.362,222.52608500000002,0,173.82640331409078,1.1708660977299985,3.1184147519323147,35.18103592114987,-13.142721243030412,-6.7181736293962,-1.5573815916752412,184.24962367475612,158.6270236747561,191.38355671713245,160.98304328286756
2009-10-16,163.93378,221.66942000000003,0,174.30149347546825,1.3458975481733262,2.763911311180517,48.91496097242696,-1.0140762363994602,-0.3798737921178288,-0.088376084511202,184.19534999144602,159.418949991446,191.1080272185884,160.8509727814116
2009-10-19,163.5805,220.814485,0,175.05873967582062,1.6256413050941774,2.5362573099632493,49.1172329133119,-0.820662571745048,0.5311466746203372,0.12613536327677743,183.95642142083213,160.7024214208321,191.20659797046818,161.50200202953187
2009-10-20,163.57338,220.13181,0,177.86739028721271,2.7798833789769617,2.584982523765992,56.254930808759255,6.6102945732940555,6.7682115132741725,1.526766014388227,186.6061289045624,161.27472890456238,192.96343171552766,161.53346828447232
2009-10-21,163.58792,219.505195,0,179.8639284041372,3.474074367016442,2.7628008924160823,64.1266831947888,14.196384953590632,5.395304248291696,1.189216052613628,186.88255948508026,163.48735948508028,193.5347840346279,161.33491596537212
2009-10-22,163.6434,218.890435,0,180.54539449618525,3.530844236654019,2.91640956126367,55.338003636224926,4.853729169195549,2.4180872110355183,0.5534777206618665,187.58417762935835,163.96917762935834,192.59116168777481,161.63923831222522
2009-10-23,163.68648,218.259535,0,180.0466636146537,3.0670617215648974,2.9465399933239156,45.08887311303696,-4.010083996850118,-0.5101144356717229,-0.1250360233693869,188.00507975989564,163.50147975989563,190.82685130344646,162.0351486965535
2009-10-26,163.60894,217.5784,0,177.77486202124896,1.8672769963917801,2.7306873939374885,41.67068988994938,-7.5203558714883645,-5.894716429954302,-1.3641901509340997,186.82095311609606,162.72955311609604,191.04692497213964,160.65277502786037
2009-10-27,163.6354,216.95529,0,176.09630459879068,1.0346675735764563,2.391483429865282,42.19520573153079,-7.075925503695337,-4.661350580942887,-1.0463184140890425,186.0858909145631,162.0020909145631,190.8830787350214,159.65052126497864
2009-10-28,163.44070000000002,216.23968500000004,0,172.8579453064945,-0.4133730576728851,1.8305121323576488,36.14344345017829,-13.580314752945313,-9.747080065249293,-1.939748157448869,185.346367970319,159.546567970319,191.7670749219508,156.7424250780492
2009-10-29,163.42986000000002,215.55456999999998,0,170.04316189210698,-1.5530587595614236,1.1537979539738343,39.19975676497415,-10.154539269440345,-9.646768230155653,-1.8074990963962538,182.52648054457433,159.4520805445743,192.48898320904195,155.3591167909581
2009-10-30,163.55944,214.91803,0,167.5262334110133,-2.4703958905617185,0.4289591850667238,35.82108512557325,-12.475061612486801,-9.524224906400681,-1.6390792047658347,180.28648715937675,158.95468715937676,193.2221706627748,152.98762933722517
2009-11-02,163.42436,214.255985,0,164.1223238524671,-3.708270897578359,-0.39848683146229275,37.661106139729945,-10.982916651806415,-12.652439157758074,-1.9641937801270168,178.09451695372184,157.36311695372183,193.5375437809367,149.36155621906335
2009-11-03,163.39406,213.60507,0,161.75762397481392,-4.393110052391052,-1.1974114756480445,43.185148323242394,-6.0617238411410215,-10.19292651747798,-1.4897199309812923,176.5847248628912,156.02932486289117,193.42539987847084,146.85960012152913
2009-11-04,163.21146,212.932055,0,158.63116784843737,-5.367487053427908,-2.0314265912040175,38.49630719933308,-10.747382063560643,-12.939766680426507,-1.741810566129039,175.23946535213963,153.63686535213964,193.51896926439227,143.45233073560777
2009-11-05,163.13598,212.21825,0,156.28441199125893,-5.928603084970433,-2.810861889957301,30.127560080501965,-15.3202023831933,-11.004255763024917,-1.427983698527934,173.67766865193585,152.15386865193585,192.51821701432272,141.0999829856773
2009-11-06,163.10868,211.52601,0,153.2392770424915,-6.763738402162176,-3.6014371923982758,25.74053584683689,-19.540190985442013,-13.649319309196986,-1.636788835611176,171.6202049707991,150.3508049707991,192.7478408588646,137.64445914113543
2009-11-09,163.18112,210.800865,0,151.07279444685656,-7.155257657487198,-4.3122012854160605,14.169162282476748,-23.39242780522603,-11.328524708880062,-1.315253210362592,169.92489021167538,148.99669021167537,191.66266683587622,135.3331331641238
2009-11-10,163.27568,210.05821,0,148.10080488946056,-7.883185761716362,-5.0263981806761215,13.294349939246686,-25.84595311430527,-14.409279353955887,-1.5486131878308091,167.50469590580155,147.45749590580152,192.17061831165444,131.86918168834552
2009-11-11,163.49326000000002,209.29441500000001,0,145.78525965186918,-8.274477743528763,-5.67601409324665,16.090174088804872,-22.93630580271006,-13.106016105521947,-1.3285337222606741,165.37442010524902,146.218420105249,192.6175083714277,129.13549162857234
2009-11-12,163.82482,208.495655,0,143.08638239704388,-8.81612841026464,-6.304036956650248,16.559302130515036,-22.7127971697307,-14.914047276036522,-1.4147009536580208,163.70115152379674,144.05675152379672,193.05972273307069,125.82487726692929
2009-11-13,163.96112000000002,207.65830999999997,0,140.93366534810937,-9.085545560439328,-6.860338677408064,21.004657087131307,-17.60774455536487,-13.42784060731184,-1.2347247861430077,161.00324661676848,143.41504661676845,191.74953792304007,123.23856207695995
2009-11-16,164.23526,206.844925,0,140.38010181963364,-8.643299218719307,-7.216930785670313,28.515083295812687,-14.278532828237495,-8.057826041745571,-0.7497042443028795,160.64005170088575,142.06945170088574,189.2803393928213,122.30246060717872
2009-11-17,164.38222000000002,206.10250499999998,0,139.47977338185981,-8.406356367300845,-7.45481590199642,32.77646669150829,-10.580530298213272,-8.301118963697679,-0.8443052471907432,158.68404677699186,141.98264677699188,183.51716043827744,123.2041395617226
2009-11-18,164.33694,205.320745,0,137.19891701096685,-8.808405627673238,-7.725533847131784,27.89955947136565,-15.962226210021239,-12.317201629204838,-1.368748371396584,157.57701851251647,139.60941851251647,177.72037768701213,123.50632231298786
2009-11-19,163.94079999999997,204.56759999999997,0,135.7808289884357,-8.805083474088406,-7.941443772523109,31.490653730026807,-13.934541368169675,-9.096886598376143,-1.1348867624504682,155.97500722561014,138.58300722561015,172.0549489958293,124.51135100417072
2009-11-20,163.87668000000002,203.83768500000002,0,135.07289907440511,-8.499038100492442,-8.052962638116975,38.63723713830779,-8.291432120034456,-6.171604715604458,-0.8830072209324147,154.69633510888536,137.96853510888536,166.8345878285275,125.91261217147253
2009-11-23,163.52294,203.11537499999997,0,134.78987346156464,-8.041070493253528,-8.050584209144287,36.878965303010304,-9.122382198952893,-4.261821280597516,-0.6644538020685904,153.1321698604201,138.1095698604201,163.64855920053674,126.43634079946325
2009-11-24,163.15542000000002,202.47431,0,134.6682232572978,-7.558479684240069,-7.952163304163443,42.17365623154164,-5.058493087180597,-3.053794340163782,-0.5632188628749749,152.40575368323724,137.62515368323724,159.22840326991673,128.07319673008328
2009-11-25,162.60208,201.88775,0,136.71481596303585,-6.1688090539960285,-7.595492454129961,52.10706548326229,1.6247566569890848,5.2566951009397656,1.0297575561057244,153.14025333245274,138.00485333245274,157.96399445559274,128.69710554440724
2009-11-26,162.33554,201.34446499999999,0,138.5184910263449,-5.009735949913136,-7.078341153286597,57.98837277128582,5.760333127698961,5.487828327500674,1.1525376041739088,153.63189587221913,138.52129587221916,156.63601223383375,129.39698776616626
2009-11-27,161.78204000000002,200.828325,0,140.26060606886003,-3.9769722820429365,-6.458067379037865,56.74274274274274,4.6462862818673365,6.262327416173568,1.4040080652081801,154.20050102724588,139.0261010272459,155.50730917423652,130.03509082576346
2009-11-30,161.21934000000002,200.23297000000002,0,139.9670666268476,-3.9243742826341474,-5.951328759757121,52.780260707635,2.1532515107374057,-0.4961495465747252,-0.11477238996071265,154.04785807227006,138.23525807227008,154.675059442084,130.05764055791596
2009-12-01,160.57504,199.58082,0,139.28625935910642,-4.0389100462582235,-5.568845017057342,49.41464742717124,-0.4613997939796342,-1.7903964958566134,-0.44702422368325095,153.3287096844348,137.62210968443483,153.03297310694208,130.3344268930579
2009-12-02,159.5568,198.95205,0,137.49794085323114,-4.623393507259891,-5.379754715097852,47.14693912892889,-2.428812572329976,-6.100608720141265,-1.4554437958521615,152.14668495258388,136.30748495258388,152.78546385854088,129.15033614145915
2009-12-03,158.40686,198.29753500000004,0,135.6112679642654,-5.194081193147099,-5.3426200107077015,44.8829816017316,-4.4387074061578575,-6.972692764776799,-1.6034854595828236,150.85022448090922,134.95002448090924,152.24085247296762,127.87904752703241
2009-12-04,157.30266,197.622815,0,134.69181675162662,-5.285975178464497,-5.331291044259061,41.749620230542384,-6.445915190103188,-4.026991759520677,-0.9065013783585977,149.79366976844165,134.3122697684417,152.0332968568966,127.2223031431034
2009-12-07,156.66559999999998,197.01907500000002,0,135.973564699996,-4.400376731878794,-5.145108181783008,53.57916898879188,3.2880608689468787,4.019071666987709,0.9029287232501659,150.99062979049484,133.72502979049483,152.0730245453042,127.21037545469584
2009-12-08,156.0791,196.39459,0,137.86506753573605,-3.3230175303444014,-4.780690051495287,64.42606341455313,13.153670245793627,6.601065133205841,1.4057986072904274,151.45215552473343,134.61115552473342,153.34419569240916,127.01510430759086
