,Dates,Carry NG1 Comdty - NG2 Comdty,SMA_crossover,CombinedSignal
1322,2010-11-22,-0.9999999999999999,-1,-1.0
1323,2010-11-23,0.0,-1,-0.5
1324,2010-11-24,1.0,-1,-0.0
1325,2010-11-25,1.0,-1,-0.0
1326,2010-11-26,-0.9999999999999999,-1,-1.0
1327,2010-11-29,1.0,-1,-0.0
1328,2010-11-30,1.0,-1,-0.0
1329,2010-12-01,-0.9999999999999999,-1,-1.0
1330,2010-12-02,-0.9999999999999999,-1,-1.0
1331,2010-12-03,-0.9999999999999999,-1,-1.0
1332,2010-12-06,-0.9999999999999999,-1,-1.0
1333,2010-12-07,0.0,-1,-0.5
1334,2010-12-08,-0.9999999999999999,-1,-1.0
1335,2010-12-09,0.0,-1,-0.5
1336,2010-12-10,1.0,-1,-0.0
1337,2010-12-13,1.0,-1,-0.0
1338,2010-12-14,1.0,-1,-0.0
1339,2010-12-15,1.0,-1,-0.0
1340,2010-12-16,1.0,-1,-0.0
1341,2010-12-17,0.0,-1,-0.5
1342,2010-12-20,-0.9999999999999999,-1,-1.0
1343,2010-12-21,1.0,-1,-0.0
1344,2010-12-22,0.0,-1,-0.5
1345,2010-12-23,0.0,-1,-0.5
1346,2010-12-24,0.0,-1,-0.5
1347,2010-12-27,-0.9999999999999999,-1,-1.0
1348,2010-12-28,-0.9999999999999999,-1,-1.0
1349,2010-12-29,-0.9999999999999999,-1,-1.0
1350,2010-12-30,-0.9999999999999999,-1,-1.0
1351,2010-12-31,-0.9999999999999999,-1,-1.0
1352,2011-01-03,-0.9999999999999999,-1,-1.0
1353,2011-01-04,-0.9999999999999999,-1,-1.0
1354,2011-01-05,1.0,-1,-0.0
1355,2011-01-06,1.0,-1,-0.0
1356,2011-01-07,0.0,-1,-0.5
1357,2011-01-10,-0.9999999999999999,-1,-1.0
1358,2011-01-11,-0.9999999999999999,-1,-1.0
1359,2011-01-12,-0.9999999999999999,-1,-1.0
1360,2011-01-13,1.0,-1,-0.0
1361,2011-01-14,0.0,-1,-0.5
1362,2011-01-17,0.0,-1,-0.5
1363,2011-01-18,1.0,-1,-0.0
1364,2011-01-19,-0.9999999999999999,-1,-1.0
1365,2011-01-20,-0.9999999999999999,-1,-1.0
1366,2011-01-21,-0.9999999999999999,-1,-1.0
1367,2011-01-24,1.0,-1,-0.0
1368,2011-01-25,1.0,-1,-0.0
1369,2011-01-26,1.0,-1,-0.0
1370,2011-01-27,1.0,-1,-0.0
1371,2011-01-28,0.0,-1,-0.5
1372,2011-01-31,-0.9999999999999999,-1,-1.0
1373,2011-02-01,0.0,-1,-0.5
1374,2011-02-02,-0.9999999999999999,-1,-1.0
1375,2011-02-03,1.0,-1,-0.0
1376,2011-02-04,0.0,-1,-0.5
1377,2011-02-07,1.0,-1,-0.0
1378,2011-02-08,1.0,-1,-0.0
1379,2011-02-09,0.0,-1,-0.5
1380,2011-02-10,0.0,-1,-0.5
1381,2011-02-11,1.0,-1,-0.0
1382,2011-02-14,-0.9999999999999999,-1,-1.0
1383,2011-02-15,-0.9999999999999999,-1,-1.0
1384,2011-02-16,1.0,-1,-0.0
1385,2011-02-17,1.0,-1,-0.0
1386,2011-02-18,-0.9999999999999999,-1,-1.0
1387,2011-02-21,-0.9999999999999999,-1,-1.0
1388,2011-02-22,-0.9999999999999999,-1,-1.0
1389,2011-02-23,-0.9999999999999999,-1,-1.0
1390,2011-02-24,-0.9999999999999999,-1,-1.0
1391,2011-02-25,-0.9999999999999999,-1,-1.0
1392,2011-02-28,-0.9999999999999999,-1,-1.0
1393,2011-03-01,1.0,-1,-0.0
1394,2011-03-02,1.0,-1,-0.0
1395,2011-03-03,1.0,-1,-0.0
1396,2011-03-04,-0.9999999999999999,-1,-1.0
1397,2011-03-07,-0.9999999999999999,-1,-1.0
1398,2011-03-08,0.0,-1,-0.5
1399,2011-03-09,-0.9999999999999999,-1,-1.0
1400,2011-03-10,1.0,-1,-0.0
1401,2011-03-11,0.0,-1,-0.5
1402,2011-03-14,-0.9999999999999999,-1,-1.0
1403,2011-03-15,-0.9999999999999999,-1,-1.0
1404,2011-03-16,0.0,-1,-0.5
1405,2011-03-17,-0.9999999999999999,-1,-1.0
1406,2011-03-18,0.0,-1,-0.5
1407,2011-03-21,1.0,-1,-0.0
1408,2011-03-22,-0.9999999999999999,-1,-1.0
1409,2011-03-23,-0.9999999999999999,-1,-1.0
1410,2011-03-24,1.0,-1,-0.0
1411,2011-03-25,-0.9999999999999999,-1,-1.0
1412,2011-03-28,0.0,-1,-0.5
1413,2011-03-29,1.0,-1,-0.0
1414,2011-03-30,0.0,-1,-0.5
1415,2011-03-31,-0.9999999999999999,-1,-1.0
1416,2011-04-01,1.0,-1,-0.0
1417,2011-04-04,1.0,-1,-0.0
1418,2011-04-05,1.0,-1,-0.0
1419,2011-04-06,1.0,-1,-0.0
1420,2011-04-07,1.0,-1,-0.0
1421,2011-04-08,1.0,-1,-0.0
1422,2011-04-11,-0.9999999999999999,-1,-1.0
1423,2011-04-12,0.0,-1,-0.5
1424,2011-04-13,-0.9999999999999999,-1,-1.0
1425,2011-04-14,-0.9999999999999999,-1,-1.0
1426,2011-04-15,-0.9999999999999999,-1,-1.0
1427,2011-04-18,1.0,-1,-0.0
1428,2011-04-19,-0.9999999999999999,-1,-1.0
1429,2011-04-20,-0.9999999999999999,-1,-1.0
1430,2011-04-21,-0.9999999999999999,-1,-1.0
1431,2011-04-22,-0.9999999999999999,-1,-1.0
1432,2011-04-25,-0.9999999999999999,-1,-1.0
1433,2011-04-26,1.0,-1,-0.0
1434,2011-04-27,1.0,-1,-0.0
1435,2011-04-28,-0.9999999999999999,-1,-1.0
1436,2011-04-29,-0.9999999999999999,-1,-1.0
1437,2011-05-02,-0.9999999999999999,-1,-1.0
1438,2011-05-03,1.0,-1,-0.0
1439,2011-05-04,1.0,-1,-0.0
1440,2011-05-05,1.0,-1,-0.0
1441,2011-05-06,1.0,-1,-0.0
1442,2011-05-09,1.0,-1,-0.0
1443,2011-05-10,-0.9999999999999999,-1,-1.0
1444,2011-05-11,0.0,-1,-0.5
1445,2011-05-12,0.0,-1,-0.5
1446,2011-05-13,-0.9999999999999999,-1,-1.0
1447,2011-05-16,-0.9999999999999999,-1,-1.0
1448,2011-05-17,1.0,-1,-0.0
1449,2011-05-18,0.0,-1,-0.5
1450,2011-05-19,1.0,-1,-0.0
1451,2011-05-20,-0.9999999999999999,-1,-1.0
1452,2011-05-23,-0.9999999999999999,-1,-1.0
1453,2011-05-24,-0.9999999999999999,-1,-1.0
1454,2011-05-25,-0.9999999999999999,-1,-1.0
1455,2011-05-26,1.0,-1,-0.0
1456,2011-05-27,-0.9999999999999999,-1,-1.0
1457,2011-05-30,-0.9999999999999999,-1,-1.0
1458,2011-05-31,-0.9999999999999999,-1,-1.0
1459,2011-06-01,0.0,-1,-0.5
1460,2011-06-02,-0.9999999999999999,-1,-1.0
1461,2011-06-03,0.0,-1,-0.5
1462,2011-06-06,0.0,-1,-0.5
1463,2011-06-07,0.0,-1,-0.5
1464,2011-06-08,1.0,-1,-0.0
1465,2011-06-09,1.0,-1,-0.0
1466,2011-06-10,0.0,-1,-0.5
1467,2011-06-13,1.0,-1,-0.0
1468,2011-06-14,1.0,-1,-0.0
1469,2011-06-15,1.0,-1,-0.0
1470,2011-06-16,1.0,-1,-0.0
1471,2011-06-17,1.0,1,1.0
1472,2011-06-20,1.0,1,1.0
1473,2011-06-21,-0.9999999999999999,1,0.0
1474,2011-06-22,0.0,1,0.5
1475,2011-06-23,1.0,1,1.0
1476,2011-06-24,0.0,1,0.5
1477,2011-06-27,-0.9999999999999999,1,0.0
1478,2011-06-28,-0.9999999999999999,1,0.0
1479,2011-06-29,0.0,1,0.5
1480,2011-06-30,-0.9999999999999999,1,0.0
1481,2011-07-01,0.0,1,0.5
1482,2011-07-04,0.0,1,0.5
1483,2011-07-05,-0.9999999999999999,1,0.0
1484,2011-07-06,1.0,1,1.0
1485,2011-07-07,1.0,1,1.0
1486,2011-07-08,-0.9999999999999999,1,0.0
1487,2011-07-11,-0.9999999999999999,1,0.0
1488,2011-07-12,-0.9999999999999999,1,0.0
1489,2011-07-13,-0.9999999999999999,1,0.0
1490,2011-07-14,0.0,1,0.5
1491,2011-07-15,-0.9999999999999999,1,0.0
1492,2011-07-18,-0.9999999999999999,1,0.0
1493,2011-07-19,0.0,1,0.5
1494,2011-07-20,1.0,1,1.0
1495,2011-07-21,1.0,1,1.0
1496,2011-07-22,0.0,1,0.5
1497,2011-07-25,1.0,1,1.0
1498,2011-07-26,1.0,1,1.0
1499,2011-07-27,1.0,1,1.0
1500,2011-07-28,1.0,1,1.0
1501,2011-07-29,1.0,1,1.0
1502,2011-08-01,0.0,1,0.5
1503,2011-08-02,0.0,1,0.5
1504,2011-08-03,1.0,1,1.0
1505,2011-08-04,1.0,1,1.0
1506,2011-08-05,0.0,1,0.5
1507,2011-08-08,-0.9999999999999999,1,0.0
1508,2011-08-09,-0.9999999999999999,1,0.0
1509,2011-08-10,-0.9999999999999999,-1,-1.0
1510,2011-08-11,-0.9999999999999999,-1,-1.0
1511,2011-08-12,0.0,-1,-0.5
1512,2011-08-15,0.0,-1,-0.5
1513,2011-08-16,1.0,-1,-0.0
1514,2011-08-17,0.0,-1,-0.5
1515,2011-08-18,0.0,-1,-0.5
1516,2011-08-19,-0.9999999999999999,-1,-1.0
1517,2011-08-22,1.0,-1,-0.0
1518,2011-08-23,-0.9999999999999999,-1,-1.0
1519,2011-08-24,0.0,-1,-0.5
1520,2011-08-25,0.0,-1,-0.5
1521,2011-08-26,-0.9999999999999999,-1,-1.0
1522,2011-08-29,1.0,-1,0.0
1523,2011-08-30,0.0,-1,-0.5
1524,2011-08-31,-0.9999999999999999,-1,-1.0
1525,2011-09-01,0.0,-1,-0.5
1526,2011-09-02,1.0,-1,0.0
1527,2011-09-05,0.0,-1,-0.5
1528,2011-09-06,-0.9999999999999999,-1,-1.0
1529,2011-09-07,-0.9999999999999999,-1,-1.0
1530,2011-09-08,-0.9999999999999999,-1,-1.0
1531,2011-09-09,1.0,-1,0.0
1532,2011-09-12,1.0,-1,0.0
1533,2011-09-13,-0.9999999999999999,-1,-1.0
1534,2011-09-14,-0.9999999999999999,-1,-1.0
1535,2011-09-15,1.0,-1,0.0
1536,2011-09-16,1.0,-1,0.0
1537,2011-09-19,1.0,-1,0.0
1538,2011-09-20,1.0,-1,0.0
1539,2011-09-21,1.0,-1,0.0
1540,2011-09-22,1.0,-1,-0.0
1541,2011-09-23,1.0,-1,-0.0
1542,2011-09-26,-0.9999999999999999,-1,-1.0
1543,2011-09-27,-0.9999999999999999,-1,-1.0
1544,2011-09-28,1.0,-1,-0.0
1545,2011-09-29,0.0,-1,-0.5
1546,2011-09-30,-0.9999999999999999,-1,-1.0
1547,2011-10-03,-0.9999999999999999,-1,-1.0
1548,2011-10-04,-0.9999999999999999,-1,-1.0
1549,2011-10-05,0.0,-1,-0.5
1550,2011-10-06,-0.9999999999999999,-1,-1.0
1551,2011-10-07,0.0,-1,-0.5
1552,2011-10-10,1.0,-1,-0.0
1553,2011-10-11,1.0,-1,-0.0
1554,2011-10-12,-0.9999999999999999,-1,-1.0
1555,2011-10-13,-0.9999999999999999,-1,-1.0
1556,2011-10-14,-0.9999999999999999,-1,-1.0
1557,2011-10-17,1.0,-1,-0.0
1558,2011-10-18,1.0,-1,-0.0
1559,2011-10-19,0.0,-1,-0.5
1560,2011-10-20,0.0,-1,-0.5
1561,2011-10-21,1.0,-1,-0.0
1562,2011-10-24,1.0,-1,-0.0
1563,2011-10-25,-0.9999999999999999,-1,-1.0
1564,2011-10-26,0.0,-1,-0.5
1565,2011-10-27,-0.9999999999999999,-1,-1.0
1566,2011-10-28,-0.9999999999999999,-1,-1.0
1567,2011-10-31,-0.9999999999999999,-1,-1.0
1568,2011-11-01,1.0,-1,-0.0
1569,2011-11-02,1.0,-1,-0.0
1570,2011-11-03,0.0,-1,-0.5
1571,2011-11-04,1.0,-1,-0.0
1572,2011-11-07,1.0,-1,-0.0
1573,2011-11-08,0.0,-1,-0.5
1574,2011-11-09,1.0,-1,-0.0
1575,2011-11-10,0.0,-1,-0.5
1576,2011-11-11,-0.9999999999999999,-1,-1.0
1577,2011-11-14,1.0,-1,-0.0
1578,2011-11-15,1.0,-1,-0.0
1579,2011-11-16,1.0,-1,-0.0
1580,2011-11-17,-0.9999999999999999,-1,-1.0
1581,2011-11-18,-0.9999999999999999,-1,-1.0
1582,2011-11-21,-0.9999999999999999,-1,-1.0
1583,2011-11-22,0.0,-1,-0.5
1584,2011-11-23,-0.9999999999999999,-1,-1.0
1585,2011-11-24,-0.9999999999999999,-1,-1.0
1586,2011-11-25,-0.9999999999999999,-1,-1.0
1587,2011-11-28,1.0,-1,-0.0
1588,2011-11-29,-0.9999999999999999,-1,-1.0
1589,2011-11-30,0.0,-1,-0.5
1590,2011-12-01,-0.9999999999999999,-1,-1.0
1591,2011-12-02,0.0,-1,-0.5
1592,2011-12-05,1.0,-1,-0.0
1593,2011-12-06,0.0,-1,-0.5
1594,2011-12-07,0.0,-1,-0.5
1595,2011-12-08,0.0,-1,-0.5
1596,2011-12-09,1.0,-1,-0.0
1597,2011-12-12,1.0,-1,-0.0
1598,2011-12-13,-0.9999999999999999,-1,-1.0
1599,2011-12-14,1.0,-1,-0.0
1600,2011-12-15,0.0,-1,-0.5
1601,2011-12-16,-0.9999999999999999,-1,-1.0
1602,2011-12-19,1.0,-1,-0.0
1603,2011-12-20,-0.9999999999999999,-1,-1.0
1604,2011-12-21,-0.9999999999999999,-1,-1.0
1605,2011-12-22,-0.9999999999999999,-1,-1.0
1606,2011-12-23,1.0,-1,-0.0
1607,2011-12-26,0.0,-1,-0.5
1608,2011-12-27,-0.9999999999999999,-1,-1.0
1609,2011-12-28,0.0,-1,-0.5
1610,2011-12-29,1.0,-1,-0.0
1611,2011-12-30,1.0,-1,-0.0
1612,2012-01-02,-0.9999999999999999,-1,-1.0
1613,2012-01-03,-0.9999999999999999,-1,-1.0
1614,2012-01-04,-0.9999999999999999,-1,-1.0
1615,2012-01-05,0.0,-1,-0.5
1616,2012-01-06,-0.9999999999999999,-1,-1.0
1617,2012-01-09,0.0,-1,-0.5
1618,2012-01-10,1.0,-1,-0.0
1619,2012-01-11,1.0,-1,-0.0
1620,2012-01-12,1.0,-1,-0.0
1621,2012-01-13,0.0,-1,-0.5
1622,2012-01-16,-0.9999999999999999,-1,-1.0
1623,2012-01-17,1.0,-1,-0.0
1624,2012-01-18,0.0,-1,-0.5
1625,2012-01-19,1.0,-1,-0.0
1626,2012-01-20,0.0,-1,-0.5
1627,2012-01-23,-0.9999999999999999,-1,-1.0
1628,2012-01-24,-0.9999999999999999,-1,-1.0
1629,2012-01-25,-0.9999999999999999,-1,-1.0
1630,2012-01-26,0.0,-1,-0.5
1631,2012-01-27,-0.9999999999999999,-1,-1.0
1632,2012-01-30,0.0,-1,-0.5
1633,2012-01-31,1.0,-1,-0.0
1634,2012-02-01,1.0,-1,-0.0
1635,2012-02-02,-0.9999999999999999,-1,-1.0
1636,2012-02-03,-0.9999999999999999,-1,-1.0
1637,2012-02-06,-0.9999999999999999,-1,-1.0
1638,2012-02-07,1.0,-1,-0.0
1639,2012-02-08,1.0,-1,-0.0
1640,2012-02-09,-0.9999999999999999,-1,-1.0
1641,2012-02-10,-0.9999999999999999,-1,-1.0
1642,2012-02-13,0.0,-1,-0.5
1643,2012-02-14,-0.9999999999999999,-1,-1.0
1644,2012-02-15,1.0,-1,-0.0
1645,2012-02-16,1.0,-1,-0.0
1646,2012-02-17,-0.9999999999999999,-1,-1.0
1647,2012-02-20,0.0,-1,-0.5
1648,2012-02-21,1.0,-1,-0.0
1649,2012-02-22,1.0,-1,-0.0
1650,2012-02-23,1.0,-1,-0.0
1651,2012-02-24,1.0,-1,-0.0
1652,2012-02-27,1.0,-1,-0.0
1653,2012-02-28,1.0,-1,-0.0
1654,2012-02-29,0.0,-1,-0.5
1655,2012-03-01,1.0,-1,-0.0
1656,2012-03-02,0.0,-1,-0.5
1657,2012-03-05,1.0,-1,-0.0
1658,2012-03-06,1.0,-1,-0.0
1659,2012-03-07,1.0,-1,-0.0
1660,2012-03-08,1.0,-1,-0.0
1661,2012-03-09,-0.9999999999999999,-1,-1.0
1662,2012-03-12,0.0,-1,-0.5
1663,2012-03-13,-0.9999999999999999,-1,-1.0
1664,2012-03-14,-0.9999999999999999,-1,-1.0
1665,2012-03-15,-0.9999999999999999,-1,-1.0
1666,2012-03-16,0.0,-1,-0.5
1667,2012-03-19,-0.9999999999999999,-1,-1.0
1668,2012-03-20,0.0,-1,-0.5
1669,2012-03-21,0.0,-1,-0.5
1670,2012-03-22,1.0,-1,-0.0
1671,2012-03-23,0.0,-1,-0.5
1672,2012-03-26,1.0,-1,-0.0
1673,2012-03-27,1.0,-1,-0.0
1674,2012-03-28,0.0,-1,-0.5
1675,2012-03-29,1.0,-1,-0.0
1676,2012-03-30,0.0,-1,-0.5
1677,2012-04-02,-0.9999999999999999,-1,-1.0
1678,2012-04-03,-0.9999999999999999,-1,-1.0
1679,2012-04-04,1.0,-1,-0.0
1680,2012-04-05,1.0,-1,-0.0
1681,2012-04-06,0.0,-1,-0.5
1682,2012-04-09,-0.9999999999999999,-1,-1.0
1683,2012-04-10,0.0,-1,-0.5
1684,2012-04-11,1.0,-1,-0.0
1685,2012-04-12,1.0,-1,-0.0
1686,2012-04-13,-0.9999999999999999,-1,-1.0
1687,2012-04-16,-0.9999999999999999,-1,-1.0
1688,2012-04-17,0.0,-1,-0.5
1689,2012-04-18,0.0,-1,-0.5
1690,2012-04-19,1.0,-1,-0.0
1691,2012-04-20,-0.9999999999999999,-1,-1.0
1692,2012-04-23,-0.9999999999999999,-1,-1.0
1693,2012-04-24,0.0,-1,-0.5
1694,2012-04-25,-0.9999999999999999,-1,-1.0
1695,2012-04-26,0.0,-1,-0.5
1696,2012-04-27,0.0,-1,-0.5
1697,2012-04-30,-0.9999999999999999,-1,-1.0
1698,2012-05-01,-0.9999999999999999,-1,-1.0
1699,2012-05-02,1.0,-1,-0.0
1700,2012-05-03,0.0,-1,-0.5
1701,2012-05-04,0.0,-1,-0.5
1702,2012-05-07,0.0,-1,-0.5
1703,2012-05-08,-0.9999999999999999,-1,-1.0
1704,2012-05-09,-0.9999999999999999,-1,-1.0
1705,2012-05-10,-0.9999999999999999,-1,-1.0
1706,2012-05-11,-0.9999999999999999,-1,-1.0
1707,2012-05-14,1.0,-1,-0.0
1708,2012-05-15,0.0,-1,-0.5
1709,2012-05-16,-0.9999999999999999,-1,-1.0
1710,2012-05-17,0.0,-1,-0.5
1711,2012-05-18,-0.9999999999999999,-1,-1.0
1712,2012-05-21,1.0,-1,-0.0
1713,2012-05-22,0.0,-1,-0.5
1714,2012-05-23,0.0,-1,-0.5
1715,2012-05-24,1.0,-1,-0.0
1716,2012-05-25,1.0,-1,-0.0
1717,2012-05-28,1.0,-1,-0.0
1718,2012-05-29,1.0,-1,-0.0
1719,2012-05-30,1.0,-1,-0.0
1720,2012-05-31,0.0,-1,-0.5
1721,2012-06-01,1.0,-1,-0.0
1722,2012-06-04,0.0,-1,-0.5
1723,2012-06-05,-0.9999999999999999,-1,-1.0
1724,2012-06-06,0.0,-1,-0.5
1725,2012-06-07,1.0,-1,-0.0
1726,2012-06-08,0.0,-1,-0.5
1727,2012-06-11,1.0,-1,-0.0
1728,2012-06-12,0.0,-1,-0.5
1729,2012-06-13,0.0,-1,-0.5
1730,2012-06-14,-0.9999999999999999,-1,-1.0
1731,2012-06-15,0.0,-1,-0.5
1732,2012-06-18,-0.9999999999999999,-1,-1.0
1733,2012-06-19,0.0,-1,-0.5
1734,2012-06-20,0.0,-1,-0.5
1735,2012-06-21,-0.9999999999999999,-1,-1.0
1736,2012-06-22,-0.9999999999999999,-1,-1.0
1737,2012-06-25,-0.9999999999999999,-1,-1.0
1738,2012-06-26,-0.9999999999999999,-1,-1.0
1739,2012-06-27,0.0,-1,-0.5
1740,2012-06-28,1.0,-1,-0.0
1741,2012-06-29,0.0,-1,-0.5
1742,2012-07-02,0.0,-1,-0.5
1743,2012-07-03,-0.9999999999999999,-1,-1.0
1744,2012-07-04,0.0,-1,-0.5
1745,2012-07-05,1.0,-1,-0.0
1746,2012-07-06,1.0,-1,-0.0
1747,2012-07-09,0.0,-1,-0.5
1748,2012-07-10,1.0,-1,-0.0
1749,2012-07-11,0.0,-1,-0.5
1750,2012-07-12,-0.9999999999999999,-1,-1.0
1751,2012-07-13,0.0,-1,-0.5
1752,2012-07-16,1.0,-1,-0.0
1753,2012-07-17,1.0,-1,-0.0
1754,2012-07-18,-0.9999999999999999,-1,-1.0
1755,2012-07-19,-0.9999999999999999,-1,-1.0
1756,2012-07-20,-0.9999999999999999,-1,-1.0
1757,2012-07-23,-0.9999999999999999,-1,-1.0
1758,2012-07-24,-0.9999999999999999,-1,-1.0
1759,2012-07-25,1.0,-1,-0.0
1760,2012-07-26,0.0,-1,-0.5
1761,2012-07-27,1.0,-1,0.0
1762,2012-07-30,-0.9999999999999999,-1,-1.0
1763,2012-07-31,0.0,-1,-0.5
1764,2012-08-01,1.0,-1,0.0
1765,2012-08-02,1.0,-1,0.0
1766,2012-08-03,1.0,-1,0.0
1767,2012-08-06,0.0,-1,-0.5
1768,2012-08-07,-0.9999999999999999,-1,-1.0
1769,2012-08-08,0.0,-1,-0.5
1770,2012-08-09,1.0,-1,0.0
1771,2012-08-10,1.0,-1,0.0
1772,2012-08-13,1.0,-1,0.0
1773,2012-08-14,-0.9999999999999999,-1,-1.0
1774,2012-08-15,0.0,-1,-0.5
1775,2012-08-16,1.0,-1,0.0
1776,2012-08-17,-0.9999999999999999,-1,-1.0
1777,2012-08-20,-0.9999999999999999,-1,-1.0
1778,2012-08-21,-0.9999999999999999,-1,-1.0
1779,2012-08-22,-0.9999999999999999,-1,-1.0
1780,2012-08-23,0.0,-1,-0.5
1781,2012-08-24,1.0,-1,0.0
1782,2012-08-27,1.0,-1,-0.0
1783,2012-08-28,1.0,-1,-0.0
1784,2012-08-29,-0.9999999999999999,-1,-1.0
1785,2012-08-30,-0.9999999999999999,-1,-1.0
1786,2012-08-31,-0.9999999999999999,-1,-1.0
1787,2012-09-03,-0.9999999999999999,-1,-1.0
1788,2012-09-04,-0.9999999999999999,-1,-1.0
1789,2012-09-05,1.0,-1,-0.0
1790,2012-09-06,1.0,-1,-0.0
1791,2012-09-07,1.0,-1,-0.0
1792,2012-09-10,-0.9999999999999999,-1,-1.0
1793,2012-09-11,-0.9999999999999999,1,0.0
1794,2012-09-12,-0.9999999999999999,1,0.0
1795,2012-09-13,0.0,1,0.5
1796,2012-09-14,1.0,1,1.0
1797,2012-09-17,1.0,1,1.0
1798,2012-09-18,0.0,1,0.5
1799,2012-09-19,0.0,1,0.5
1800,2012-09-20,1.0,1,1.0
1801,2012-09-21,-0.9999999999999999,1,0.0
1802,2012-09-24,0.0,1,0.5
1803,2012-09-25,0.0,1,0.5
1804,2012-09-26,-0.9999999999999999,1,-0.0
1805,2012-09-27,-0.9999999999999999,1,-0.0
1806,2012-09-28,-0.9999999999999999,1,-0.0
1807,2012-10-01,-0.9999999999999999,1,-0.0
1808,2012-10-02,1.0,1,1.0
1809,2012-10-03,1.0,1,1.0
1810,2012-10-04,1.0,1,1.0
1811,2012-10-05,1.0,1,1.0
1812,2012-10-08,1.0,1,1.0
1813,2012-10-09,-0.9999999999999999,1,-0.0
1814,2012-10-10,-0.9999999999999999,1,-0.0
1815,2012-10-11,-0.9999999999999999,1,-0.0
1816,2012-10-12,1.0,1,1.0
1817,2012-10-15,1.0,1,1.0
1818,2012-10-16,0.0,1,0.5
1819,2012-10-17,-0.9999999999999999,1,-0.0
1820,2012-10-18,0.0,1,0.5
1821,2012-10-19,0.0,1,0.5
1822,2012-10-22,1.0,1,1.0
1823,2012-10-23,0.0,1,0.5
1824,2012-10-24,1.0,1,1.0
1825,2012-10-25,0.0,1,0.5
1826,2012-10-26,1.0,1,1.0
1827,2012-10-29,0.0,1,0.5
1828,2012-10-30,1.0,1,1.0
1829,2012-10-31,1.0,1,1.0
1830,2012-11-01,1.0,1,1.0
1831,2012-11-02,1.0,1,1.0
1832,2012-11-05,1.0,1,1.0
1833,2012-11-06,-0.9999999999999999,1,-0.0
1834,2012-11-07,0.0,1,0.5
1835,2012-11-08,-0.9999999999999999,1,-0.0
1836,2012-11-09,1.0,1,1.0
1837,2012-11-12,0.0,1,0.5
1838,2012-11-13,-0.9999999999999999,1,-0.0
1839,2012-11-14,-0.9999999999999999,1,-0.0
1840,2012-11-15,1.0,1,1.0
1841,2012-11-16,-0.9999999999999999,1,-0.0
1842,2012-11-19,0.0,1,0.5
1843,2012-11-20,-0.9999999999999999,1,-0.0
1844,2012-11-21,-0.9999999999999999,1,-0.0
1845,2012-11-22,0.0,1,0.5
1846,2012-11-23,-0.9999999999999999,1,-0.0
1847,2012-11-26,1.0,1,1.0
1848,2012-11-27,1.0,1,1.0
1849,2012-11-28,1.0,1,1.0
1850,2012-11-29,1.0,1,1.0
1851,2012-11-30,1.0,1,1.0
1852,2012-12-03,0.0,1,0.5
1853,2012-12-04,1.0,1,1.0
1854,2012-12-05,-0.9999999999999999,1,0.0
1855,2012-12-06,0.0,1,0.5
1856,2012-12-07,1.0,1,1.0
1857,2012-12-10,1.0,1,1.0
1858,2012-12-11,1.0,1,1.0
1859,2012-12-12,1.0,1,1.0
1860,2012-12-13,-0.9999999999999999,1,0.0
1861,2012-12-14,0.0,1,0.5
1862,2012-12-17,-0.9999999999999999,1,0.0
1863,2012-12-18,-0.9999999999999999,1,0.0
1864,2012-12-19,0.0,1,0.5
1865,2012-12-20,-0.9999999999999999,1,0.0
1866,2012-12-21,-0.9999999999999999,1,0.0
1867,2012-12-24,1.0,1,1.0
1868,2012-12-25,0.0,1,0.5
1869,2012-12-26,-0.9999999999999999,1,0.0
1870,2012-12-27,-0.9999999999999999,1,0.0
1871,2012-12-28,-0.9999999999999999,1,0.0
1872,2012-12-31,1.0,1,1.0
1873,2013-01-01,0.0,1,0.5
1874,2013-01-02,1.0,1,1.0
1875,2013-01-03,1.0,1,1.0
1876,2013-01-04,-0.9999999999999999,1,0.0
1877,2013-01-07,0.0,1,0.5
1878,2013-01-08,1.0,1,1.0
1879,2013-01-09,1.0,1,1.0
1880,2013-01-10,0.0,1,0.5
1881,2013-01-11,-0.9999999999999999,1,0.0
1882,2013-01-14,-0.9999999999999999,1,0.0
1883,2013-01-15,-0.9999999999999999,1,0.0
1884,2013-01-16,0.0,1,0.5
1885,2013-01-17,-0.9999999999999999,1,0.0
1886,2013-01-18,-0.9999999999999999,1,0.0
1887,2013-01-21,0.0,1,0.5
1888,2013-01-22,1.0,1,1.0
1889,2013-01-23,1.0,1,1.0
1890,2013-01-24,1.0,1,1.0
1891,2013-01-25,0.0,1,0.5
1892,2013-01-28,1.0,1,1.0
1893,2013-01-29,1.0,-1,-0.0
1894,2013-01-30,-0.9999999999999999,-1,-1.0
1895,2013-01-31,-0.9999999999999999,-1,-1.0
1896,2013-02-01,1.0,-1,-0.0
1897,2013-02-04,0.0,-1,-0.5
1898,2013-02-05,-0.9999999999999999,-1,-1.0
1899,2013-02-06,0.0,-1,-0.5
1900,2013-02-07,1.0,-1,-0.0
1901,2013-02-08,0.0,-1,-0.5
1902,2013-02-11,-0.9999999999999999,-1,-1.0
1903,2013-02-12,1.0,-1,-0.0
1904,2013-02-13,-0.9999999999999999,-1,-1.0
1905,2013-02-14,1.0,-1,-0.0
1906,2013-02-15,1.0,-1,-0.0
1907,2013-02-18,-0.9999999999999999,-1,-1.0
