,Dates,Carry NG1 Comdty - NG2 Comdty,SMA_crossover,CombinedSignal
733,2008-08-19,-0.9999999999999999,1,-0.0
734,2008-08-20,-0.9999999999999999,1,-0.0
735,2008-08-21,-0.9999999999999999,1,-0.0
736,2008-08-22,1.0,1,1.0
737,2008-08-25,0.0,1,0.5
738,2008-08-26,-0.9999999999999999,1,-0.0
739,2008-08-27,-0.9999999999999999,1,-0.0
740,2008-08-28,0.0,1,0.5
741,2008-08-29,1.0,1,1.0
742,2008-09-01,0.0,1,0.5
743,2008-09-02,1.0,1,1.0
744,2008-09-03,0.0,1,0.5
745,2008-09-04,-0.9999999999999999,-1,-1.0
746,2008-09-05,-0.9999999999999999,-1,-1.0
747,2008-09-08,0.0,-1,-0.5
748,2008-09-09,1.0,-1,0.0
749,2008-09-10,1.0,-1,0.0
750,2008-09-11,1.0,-1,0.0
751,2008-09-12,-0.9999999999999999,-1,-1.0
752,2008-09-15,-0.9999999999999999,-1,-1.0
753,2008-09-16,1.0,-1,0.0
754,2008-09-17,-0.9999999999999999,-1,-1.0
755,2008-09-18,0.0,-1,-0.5
756,2008-09-19,1.0,-1,0.0
757,2008-09-22,-0.9999999999999999,-1,-1.0
758,2008-09-23,-0.9999999999999999,-1,-1.0
759,2008-09-24,1.0,-1,0.0
760,2008-09-25,0.0,-1,-0.5
761,2008-09-26,1.0,-1,0.0
762,2008-09-29,1.0,-1,0.0
763,2008-09-30,0.0,-1,-0.5
764,2008-10-01,-0.9999999999999999,-1,-1.0
765,2008-10-02,1.0,-1,0.0
766,2008-10-03,1.0,-1,0.0
767,2008-10-06,1.0,-1,0.0
768,2008-10-07,0.0,-1,-0.5
769,2008-10-08,-0.9999999999999999,-1,-1.0
770,2008-10-09,-0.9999999999999999,-1,-1.0
771,2008-10-10,1.0,-1,0.0
772,2008-10-13,-0.9999999999999999,-1,-1.0
773,2008-10-14,-0.9999999999999999,-1,-1.0
774,2008-10-15,1.0,-1,0.0
775,2008-10-16,-0.9999999999999999,-1,-1.0
776,2008-10-17,-0.9999999999999999,-1,-1.0
777,2008-10-20,0.0,-1,-0.5
778,2008-10-21,-0.9999999999999999,-1,-1.0
779,2008-10-22,0.0,-1,-0.5
780,2008-10-23,1.0,-1,0.0
781,2008-10-24,1.0,-1,0.0
782,2008-10-27,1.0,-1,0.0
783,2008-10-28,-0.9999999999999999,-1,-1.0
784,2008-10-29,-0.9999999999999999,-1,-1.0
785,2008-10-30,0.0,-1,-0.5
786,2008-10-31,-0.9999999999999999,-1,-1.0
787,2008-11-03,-0.9999999999999999,-1,-1.0
788,2008-11-04,-0.9999999999999999,-1,-1.0
789,2008-11-05,-0.9999999999999999,-1,-1.0
790,2008-11-06,1.0,-1,0.0
791,2008-11-07,1.0,-1,0.0
792,2008-11-10,-0.9999999999999999,-1,-1.0
793,2008-11-11,1.0,-1,0.0
794,2008-11-12,1.0,-1,0.0
795,2008-11-13,1.0,-1,0.0
796,2008-11-14,-0.9999999999999999,-1,-1.0
797,2008-11-17,-0.9999999999999999,-1,-1.0
798,2008-11-18,0.0,-1,-0.5
799,2008-11-19,-0.9999999999999999,-1,-1.0
800,2008-11-20,1.0,-1,0.0
801,2008-11-21,0.0,-1,-0.5
802,2008-11-24,-0.9999999999999999,-1,-1.0
803,2008-11-25,1.0,-1,0.0
804,2008-11-26,-0.9999999999999999,-1,-1.0
805,2008-11-27,-0.9999999999999999,-1,-1.0
806,2008-11-28,1.0,-1,0.0
807,2008-12-01,0.0,-1,-0.5
808,2008-12-02,1.0,-1,0.0
809,2008-12-03,1.0,-1,0.0
810,2008-12-04,1.0,-1,0.0
811,2008-12-05,1.0,-1,0.0
812,2008-12-08,1.0,-1,0.0
813,2008-12-09,-0.9999999999999999,-1,-1.0
814,2008-12-10,-0.9999999999999999,-1,-1.0
815,2008-12-11,0.0,-1,-0.5
816,2008-12-12,1.0,-1,0.0
817,2008-12-15,-0.9999999999999999,-1,-1.0
818,2008-12-16,-0.9999999999999999,-1,-1.0
819,2008-12-17,0.0,-1,-0.5
820,2008-12-18,0.0,-1,-0.5
821,2008-12-19,1.0,-1,0.0
822,2008-12-22,1.0,-1,0.0
823,2008-12-23,-0.9999999999999999,-1,-1.0
824,2008-12-24,-0.9999999999999999,-1,-1.0
825,2008-12-25,-0.9999999999999999,-1,-1.0
826,2008-12-26,1.0,-1,0.0
827,2008-12-29,-0.9999999999999999,-1,-1.0
828,2008-12-30,0.0,-1,-0.5
829,2008-12-31,1.0,-1,0.0
830,2009-01-01,0.0,-1,-0.5
831,2009-01-02,-0.9999999999999999,-1,-1.0
832,2009-01-05,-0.9999999999999999,-1,-1.0
833,2009-01-06,1.0,-1,0.0
834,2009-01-07,1.0,-1,0.0
835,2009-01-08,1.0,-1,0.0
836,2009-01-09,1.0,-1,0.0
837,2009-01-12,0.0,-1,-0.5
838,2009-01-13,1.0,-1,0.0
839,2009-01-14,1.0,-1,0.0
840,2009-01-15,1.0,-1,0.0
841,2009-01-16,0.0,-1,-0.5
842,2009-01-19,-0.9999999999999999,-1,-1.0
843,2009-01-20,1.0,-1,0.0
844,2009-01-21,-0.9999999999999999,-1,-1.0
845,2009-01-22,0.0,-1,-0.5
846,2009-01-23,1.0,-1,0.0
847,2009-01-26,0.0,-1,-0.5
848,2009-01-27,-0.9999999999999999,-1,-1.0
849,2009-01-28,-0.9999999999999999,-1,-1.0
850,2009-01-29,-0.9999999999999999,-1,-1.0
851,2009-01-30,0.0,-1,-0.5
852,2009-02-02,-0.9999999999999999,-1,-1.0
853,2009-02-03,-0.9999999999999999,-1,-1.0
854,2009-02-04,-0.9999999999999999,-1,-1.0
855,2009-02-05,-0.9999999999999999,-1,-1.0
856,2009-02-06,-0.9999999999999999,-1,-1.0
857,2009-02-09,-0.9999999999999999,-1,-1.0
858,2009-02-10,1.0,-1,0.0
859,2009-02-11,1.0,-1,0.0
860,2009-02-12,1.0,-1,0.0
861,2009-02-13,1.0,-1,0.0
862,2009-02-16,-0.9999999999999999,-1,-1.0
863,2009-02-17,1.0,-1,0.0
864,2009-02-18,0.0,-1,-0.5
865,2009-02-19,0.0,-1,-0.5
866,2009-02-20,1.0,-1,0.0
867,2009-02-23,0.0,-1,-0.5
868,2009-02-24,-0.9999999999999999,-1,-1.0
869,2009-02-25,1.0,-1,0.0
870,2009-02-26,0.0,-1,-0.5
871,2009-02-27,-0.9999999999999999,-1,-1.0
872,2009-03-02,0.0,-1,-0.5
873,2009-03-03,-0.9999999999999999,-1,-1.0
874,2009-03-04,-0.9999999999999999,-1,-1.0
875,2009-03-05,1.0,-1,0.0
876,2009-03-06,1.0,-1,0.0
877,2009-03-09,1.0,-1,0.0
878,2009-03-10,0.0,-1,-0.5
879,2009-03-11,0.0,-1,-0.5
880,2009-03-12,-0.9999999999999999,-1,-1.0
881,2009-03-13,-0.9999999999999999,-1,-1.0
882,2009-03-16,1.0,-1,-0.0
883,2009-03-17,1.0,-1,-0.0
884,2009-03-18,1.0,-1,-0.0
885,2009-03-19,-0.9999999999999999,-1,-1.0
886,2009-03-20,-0.9999999999999999,-1,-1.0
887,2009-03-23,-0.9999999999999999,-1,-1.0
888,2009-03-24,-0.9999999999999999,-1,-1.0
889,2009-03-25,0.0,-1,-0.5
890,2009-03-26,1.0,-1,-0.0
891,2009-03-27,1.0,-1,-0.0
892,2009-03-30,0.0,-1,-0.5
893,2009-03-31,-0.9999999999999999,-1,-1.0
894,2009-04-01,0.0,-1,-0.5
895,2009-04-02,-0.9999999999999999,-1,-1.0
896,2009-04-03,-0.9999999999999999,-1,-1.0
897,2009-04-06,1.0,-1,-0.0
898,2009-04-07,1.0,-1,-0.0
899,2009-04-08,0.0,-1,-0.5
900,2009-04-09,-0.9999999999999999,-1,-1.0
901,2009-04-10,-0.9999999999999999,-1,-1.0
902,2009-04-13,-0.9999999999999999,-1,-1.0
903,2009-04-14,-0.9999999999999999,-1,-1.0
904,2009-04-15,0.0,-1,-0.5
905,2009-04-16,1.0,-1,-0.0
906,2009-04-17,-0.9999999999999999,-1,-1.0
907,2009-04-20,1.0,-1,-0.0
908,2009-04-21,0.0,-1,-0.5
909,2009-04-22,-0.9999999999999999,-1,-1.0
910,2009-04-23,1.0,-1,-0.0
911,2009-04-24,1.0,-1,-0.0
912,2009-04-27,1.0,-1,-0.0
913,2009-04-28,-0.9999999999999999,-1,-1.0
914,2009-04-29,0.0,-1,-0.5
915,2009-04-30,0.0,-1,-0.5
916,2009-05-01,-0.9999999999999999,-1,-1.0
917,2009-05-04,-0.9999999999999999,-1,-1.0
918,2009-05-05,0.0,-1,-0.5
919,2009-05-06,-0.9999999999999999,-1,-1.0
920,2009-05-07,-0.9999999999999999,-1,-1.0
921,2009-05-08,-0.9999999999999999,-1,-1.0
922,2009-05-11,0.0,-1,-0.5
923,2009-05-12,-0.9999999999999999,-1,-1.0
924,2009-05-13,0.0,-1,-0.5
925,2009-05-14,1.0,-1,-0.0
926,2009-05-15,1.0,-1,-0.0
927,2009-05-18,0.0,-1,-0.5
928,2009-05-19,1.0,-1,-0.0
929,2009-05-20,0.0,-1,-0.5
930,2009-05-21,1.0,-1,-0.0
931,2009-05-22,1.0,-1,-0.0
932,2009-05-25,1.0,-1,-0.0
933,2009-05-26,1.0,-1,-0.0
934,2009-05-27,1.0,-1,-0.0
935,2009-05-28,-0.9999999999999999,-1,-1.0
936,2009-05-29,0.0,-1,-0.5
937,2009-06-01,-0.9999999999999999,-1,-1.0
938,2009-06-02,0.0,-1,-0.5
939,2009-06-03,1.0,-1,-0.0
940,2009-06-04,0.0,-1,-0.5
941,2009-06-05,-0.9999999999999999,-1,-1.0
942,2009-06-08,0.0,-1,-0.5
943,2009-06-09,-0.9999999999999999,-1,-1.0
944,2009-06-10,0.0,-1,-0.5
945,2009-06-11,-0.9999999999999999,-1,-1.0
946,2009-06-12,0.0,-1,-0.5
947,2009-06-15,-0.9999999999999999,-1,-1.0
948,2009-06-16,0.0,-1,-0.5
949,2009-06-17,0.0,-1,-0.5
950,2009-06-18,1.0,-1,0.0
951,2009-06-19,1.0,-1,0.0
952,2009-06-22,1.0,-1,0.0
953,2009-06-23,1.0,-1,0.0
954,2009-06-24,1.0,-1,0.0
955,2009-06-25,-0.9999999999999999,-1,-1.0
956,2009-06-26,-0.9999999999999999,-1,-1.0
957,2009-06-29,0.0,-1,-0.5
958,2009-06-30,1.0,-1,0.0
959,2009-07-01,1.0,-1,0.0
960,2009-07-02,1.0,-1,0.0
961,2009-07-03,0.0,-1,-0.5
962,2009-07-06,1.0,-1,0.0
963,2009-07-07,1.0,-1,0.0
964,2009-07-08,1.0,-1,0.0
965,2009-07-09,-0.9999999999999999,-1,-1.0
966,2009-07-10,-0.9999999999999999,-1,-1.0
967,2009-07-13,-0.9999999999999999,-1,-1.0
968,2009-07-14,-0.9999999999999999,-1,-1.0
969,2009-07-15,0.0,-1,-0.5
970,2009-07-16,-0.9999999999999999,-1,-1.0
971,2009-07-17,-0.9999999999999999,-1,-1.0
972,2009-07-20,-0.9999999999999999,-1,-1.0
973,2009-07-21,-0.9999999999999999,-1,-1.0
974,2009-07-22,-0.9999999999999999,-1,-1.0
975,2009-07-23,1.0,-1,-0.0
976,2009-07-24,0.0,-1,-0.5
977,2009-07-27,0.0,-1,-0.5
978,2009-07-28,1.0,-1,-0.0
979,2009-07-29,1.0,-1,-0.0
980,2009-07-30,-0.9999999999999999,-1,-1.0
981,2009-07-31,0.0,-1,-0.5
982,2009-08-03,-0.9999999999999999,-1,-1.0
983,2009-08-04,0.0,-1,-0.5
984,2009-08-05,-0.9999999999999999,-1,-1.0
985,2009-08-06,1.0,-1,-0.0
986,2009-08-07,1.0,-1,-0.0
987,2009-08-10,1.0,-1,-0.0
988,2009-08-11,1.0,-1,-0.0
989,2009-08-12,1.0,-1,-0.0
990,2009-08-13,0.0,-1,-0.5
991,2009-08-14,-0.9999999999999999,-1,-1.0
992,2009-08-17,0.0,-1,-0.5
993,2009-08-18,1.0,-1,-0.0
994,2009-08-19,0.0,-1,-0.5
995,2009-08-20,1.0,-1,-0.0
996,2009-08-21,0.0,-1,-0.5
997,2009-08-24,-0.9999999999999999,-1,-1.0
998,2009-08-25,0.0,-1,-0.5
999,2009-08-26,1.0,-1,-0.0
1000,2009-08-27,1.0,-1,-0.0
1001,2009-08-28,0.0,-1,-0.5
1002,2009-08-31,-0.9999999999999999,-1,-1.0
1003,2009-09-01,-0.9999999999999999,-1,-1.0
1004,2009-09-02,-0.9999999999999999,-1,-1.0
1005,2009-09-03,0.0,-1,-0.5
1006,2009-09-04,1.0,-1,-0.0
1007,2009-09-07,0.0,-1,-0.5
1008,2009-09-08,-0.9999999999999999,-1,-1.0
1009,2009-09-09,-0.9999999999999999,-1,-1.0
1010,2009-09-10,-0.9999999999999999,-1,-1.0
1011,2009-09-11,0.0,-1,-0.5
1012,2009-09-14,-0.9999999999999999,-1,-1.0
1013,2009-09-15,0.0,-1,-0.5
1014,2009-09-16,-0.9999999999999999,-1,-1.0
1015,2009-09-17,0.0,-1,-0.5
1016,2009-09-18,1.0,-1,-0.0
1017,2009-09-21,1.0,-1,-0.0
1018,2009-09-22,-0.9999999999999999,-1,-1.0
1019,2009-09-23,-0.9999999999999999,-1,-1.0
1020,2009-09-24,-0.9999999999999999,-1,-1.0
1021,2009-09-25,-0.9999999999999999,-1,-1.0
1022,2009-09-28,-0.9999999999999999,-1,-1.0
1023,2009-09-29,-0.9999999999999999,-1,-1.0
1024,2009-09-30,-0.9999999999999999,-1,-1.0
1025,2009-10-01,1.0,-1,-0.0
1026,2009-10-02,0.0,-1,-0.5
1027,2009-10-05,1.0,-1,-0.0
1028,2009-10-06,1.0,-1,-0.0
1029,2009-10-07,0.0,-1,-0.5
1030,2009-10-08,0.0,-1,-0.5
1031,2009-10-09,1.0,-1,-0.0
1032,2009-10-12,-0.9999999999999999,-1,-1.0
1033,2009-10-13,1.0,-1,-0.0
1034,2009-10-14,1.0,-1,0.0
1035,2009-10-15,0.0,-1,-0.5
1036,2009-10-16,-0.9999999999999999,-1,-1.0
1037,2009-10-19,0.0,-1,-0.5
1038,2009-10-20,1.0,-1,0.0
1039,2009-10-21,1.0,-1,0.0
1040,2009-10-22,1.0,-1,0.0
1041,2009-10-23,1.0,-1,0.0
1042,2009-10-26,1.0,-1,0.0
1043,2009-10-27,0.0,-1,-0.5
1044,2009-10-28,0.0,-1,-0.5
1045,2009-10-29,0.0,-1,-0.5
1046,2009-10-30,0.0,-1,-0.5
1047,2009-11-02,1.0,-1,0.0
1048,2009-11-03,0.0,-1,-0.5
1049,2009-11-04,1.0,-1,0.0
1050,2009-11-05,0.0,-1,-0.5
1051,2009-11-06,0.0,-1,-0.5
1052,2009-11-09,-0.9999999999999999,-1,-1.0
1053,2009-11-10,0.0,-1,-0.5
1054,2009-11-11,-0.9999999999999999,-1,-1.0
1055,2009-11-12,0.0,-1,-0.5
1056,2009-11-13,-0.9999999999999999,-1,-1.0
1057,2009-11-16,-0.9999999999999999,-1,-1.0
1058,2009-11-17,0.0,-1,-0.5
1059,2009-11-18,1.0,-1,-0.0
1060,2009-11-19,0.0,-1,-0.5
1061,2009-11-20,-0.9999999999999999,-1,-1.0
1062,2009-11-23,-0.9999999999999999,-1,-1.0
1063,2009-11-24,1.0,-1,-0.0
1064,2009-11-25,-0.9999999999999999,-1,-1.0
1065,2009-11-26,-0.9999999999999999,-1,-1.0
1066,2009-11-27,-0.9999999999999999,-1,-1.0
1067,2009-11-30,1.0,-1,-0.0
1068,2009-12-01,1.0,-1,-0.0
1069,2009-12-02,1.0,-1,-0.0
1070,2009-12-03,1.0,-1,-0.0
1071,2009-12-04,-0.9999999999999999,-1,-1.0
1072,2009-12-07,-0.9999999999999999,-1,-1.0
1073,2009-12-08,-0.9999999999999999,-1,-1.0
1074,2009-12-09,1.0,-1,-0.0
1075,2009-12-10,-0.9999999999999999,-1,-1.0
1076,2009-12-11,0.0,-1,-0.5
1077,2009-12-14,-0.9999999999999999,-1,-1.0
1078,2009-12-15,-0.9999999999999999,-1,-1.0
1079,2009-12-16,0.0,-1,-0.5
1080,2009-12-17,-0.9999999999999999,-1,-1.0
1081,2009-12-18,-0.9999999999999999,-1,-1.0
1082,2009-12-21,1.0,-1,0.0
1083,2009-12-22,0.0,-1,-0.5
1084,2009-12-23,-0.9999999999999999,-1,-1.0
1085,2009-12-24,1.0,-1,0.0
1086,2009-12-25,1.0,-1,0.0
1087,2009-12-28,-0.9999999999999999,-1,-1.0
1088,2009-12-29,0.0,-1,-0.5
1089,2009-12-30,1.0,-1,0.0
1090,2009-12-31,1.0,-1,0.0
1091,2010-01-01,1.0,-1,0.0
1092,2010-01-04,-0.9999999999999999,-1,-1.0
1093,2010-01-05,0.0,-1,-0.5
1094,2010-01-06,-0.9999999999999999,-1,-1.0
1095,2010-01-07,0.0,-1,-0.5
1096,2010-01-08,1.0,-1,0.0
1097,2010-01-11,1.0,-1,0.0
1098,2010-01-12,0.0,-1,-0.5
1099,2010-01-13,-0.9999999999999999,-1,-1.0
1100,2010-01-14,0.0,-1,-0.5
1101,2010-01-15,0.0,-1,-0.5
1102,2010-01-18,-0.9999999999999999,-1,-1.0
1103,2010-01-19,1.0,-1,0.0
1104,2010-01-20,1.0,-1,0.0
1105,2010-01-21,-0.9999999999999999,-1,-1.0
1106,2010-01-22,-0.9999999999999999,-1,-1.0
1107,2010-01-25,0.0,-1,-0.5
1108,2010-01-26,1.0,-1,0.0
1109,2010-01-27,1.0,-1,0.0
1110,2010-01-28,1.0,-1,0.0
1111,2010-01-29,0.0,-1,-0.5
1112,2010-02-01,-0.9999999999999999,-1,-1.0
1113,2010-02-02,-0.9999999999999999,-1,-1.0
1114,2010-02-03,0.0,-1,-0.5
1115,2010-02-04,0.0,-1,-0.5
1116,2010-02-05,-0.9999999999999999,-1,-1.0
1117,2010-02-08,0.0,-1,-0.5
1118,2010-02-09,1.0,-1,0.0
1119,2010-02-10,0.0,-1,-0.5
1120,2010-02-11,-0.9999999999999999,-1,-1.0
1121,2010-02-12,-0.9999999999999999,-1,-1.0
1122,2010-02-15,-0.9999999999999999,-1,-1.0
1123,2010-02-16,1.0,-1,0.0
1124,2010-02-17,0.0,-1,-0.5
1125,2010-02-18,1.0,-1,0.0
1126,2010-02-19,1.0,-1,0.0
1127,2010-02-22,1.0,-1,0.0
1128,2010-02-23,1.0,-1,0.0
1129,2010-02-24,-0.9999999999999999,-1,-1.0
1130,2010-02-25,1.0,-1,0.0
1131,2010-02-26,0.0,-1,-0.5
1132,2010-03-01,1.0,-1,0.0
1133,2010-03-02,0.0,-1,-0.5
1134,2010-03-03,-0.9999999999999999,-1,-1.0
1135,2010-03-04,1.0,-1,0.0
1136,2010-03-05,0.0,-1,-0.5
1137,2010-03-08,0.0,-1,-0.5
1138,2010-03-09,0.0,-1,-0.5
1139,2010-03-10,-0.9999999999999999,-1,-1.0
1140,2010-03-11,0.0,-1,-0.5
1141,2010-03-12,0.0,-1,-0.5
1142,2010-03-15,-0.9999999999999999,-1,-1.0
1143,2010-03-16,0.0,-1,-0.5
1144,2010-03-17,1.0,-1,0.0
1145,2010-03-18,1.0,-1,0.0
1146,2010-03-19,0.0,-1,-0.5
1147,2010-03-22,0.0,-1,-0.5
1148,2010-03-23,-0.9999999999999999,-1,-1.0
1149,2010-03-24,0.0,-1,-0.5
1150,2010-03-25,1.0,-1,0.0
1151,2010-03-26,1.0,-1,0.0
1152,2010-03-29,-0.9999999999999999,-1,-1.0
1153,2010-03-30,-0.9999999999999999,-1,-1.0
1154,2010-03-31,0.0,-1,-0.5
1155,2010-04-01,-0.9999999999999999,-1,-1.0
1156,2010-04-02,-0.9999999999999999,-1,-1.0
1157,2010-04-05,-0.9999999999999999,-1,-1.0
1158,2010-04-06,0.0,-1,-0.5
1159,2010-04-07,1.0,-1,0.0
1160,2010-04-08,1.0,-1,0.0
1161,2010-04-09,-0.9999999999999999,-1,-1.0
1162,2010-04-12,0.0,-1,-0.5
1163,2010-04-13,-0.9999999999999999,-1,-1.0
1164,2010-04-14,-0.9999999999999999,-1,-1.0
1165,2010-04-15,1.0,-1,0.0
1166,2010-04-16,0.0,-1,-0.5
1167,2010-04-19,1.0,-1,0.0
1168,2010-04-20,0.0,-1,-0.5
1169,2010-04-21,0.0,-1,-0.5
1170,2010-04-22,-0.9999999999999999,-1,-1.0
1171,2010-04-23,-0.9999999999999999,-1,-1.0
1172,2010-04-26,0.0,-1,-0.5
1173,2010-04-27,1.0,-1,0.0
1174,2010-04-28,1.0,-1,0.0
1175,2010-04-29,1.0,-1,0.0
1176,2010-04-30,1.0,-1,0.0
1177,2010-05-03,-0.9999999999999999,-1,-1.0
1178,2010-05-04,-0.9999999999999999,-1,-1.0
1179,2010-05-05,1.0,-1,0.0
1180,2010-05-06,1.0,-1,0.0
1181,2010-05-07,-0.9999999999999999,-1,-1.0
1182,2010-05-10,-0.9999999999999999,-1,-1.0
1183,2010-05-11,0.0,-1,-0.5
1184,2010-05-12,-0.9999999999999999,-1,-1.0
1185,2010-05-13,-0.9999999999999999,-1,-1.0
1186,2010-05-14,0.0,-1,-0.5
1187,2010-05-17,-0.9999999999999999,-1,-1.0
1188,2010-05-18,1.0,-1,0.0
1189,2010-05-19,1.0,-1,0.0
1190,2010-05-20,1.0,-1,0.0
1191,2010-05-21,1.0,-1,0.0
1192,2010-05-24,1.0,-1,0.0
1193,2010-05-25,-0.9999999999999999,-1,-1.0
1194,2010-05-26,-0.9999999999999999,-1,-1.0
1195,2010-05-27,-0.9999999999999999,-1,-1.0
1196,2010-05-28,-0.9999999999999999,-1,-1.0
1197,2010-05-31,0.0,-1,-0.5
1198,2010-06-01,1.0,-1,0.0
1199,2010-06-02,-0.9999999999999999,-1,-1.0
1200,2010-06-03,-0.9999999999999999,-1,-1.0
1201,2010-06-04,-0.9999999999999999,-1,-1.0
1202,2010-06-07,-0.9999999999999999,-1,-1.0
1203,2010-06-08,1.0,-1,0.0
1204,2010-06-09,1.0,-1,0.0
1205,2010-06-10,1.0,-1,0.0
1206,2010-06-11,-0.9999999999999999,-1,-1.0
1207,2010-06-14,-0.9999999999999999,-1,-1.0
1208,2010-06-15,-0.9999999999999999,-1,-1.0
1209,2010-06-16,1.0,-1,0.0
1210,2010-06-17,0.0,-1,-0.5
1211,2010-06-18,1.0,-1,-0.0
1212,2010-06-21,1.0,-1,-0.0
1213,2010-06-22,1.0,-1,-0.0
1214,2010-06-23,0.0,-1,-0.5
1215,2010-06-24,1.0,-1,-0.0
1216,2010-06-25,-0.9999999999999999,-1,-1.0
1217,2010-06-28,1.0,-1,-0.0
1218,2010-06-29,1.0,-1,-0.0
1219,2010-06-30,0.0,-1,-0.5
1220,2010-07-01,-0.9999999999999999,-1,-1.0
1221,2010-07-02,0.0,-1,-0.5
1222,2010-07-05,0.0,-1,-0.5
1223,2010-07-06,0.0,-1,-0.5
1224,2010-07-07,1.0,-1,-0.0
1225,2010-07-08,1.0,-1,-0.0
1226,2010-07-09,0.0,-1,-0.5
1227,2010-07-12,-0.9999999999999999,-1,-1.0
1228,2010-07-13,-0.9999999999999999,-1,-1.0
1229,2010-07-14,-0.9999999999999999,-1,-1.0
1230,2010-07-15,-0.9999999999999999,-1,-1.0
1231,2010-07-16,0.0,-1,-0.5
1232,2010-07-19,0.0,-1,-0.5
1233,2010-07-20,-0.9999999999999999,-1,-1.0
1234,2010-07-21,0.0,-1,-0.5
1235,2010-07-22,-0.9999999999999999,-1,-1.0
1236,2010-07-23,0.0,-1,-0.5
1237,2010-07-26,0.0,-1,-0.5
1238,2010-07-27,-0.9999999999999999,-1,-1.0
1239,2010-07-28,-0.9999999999999999,-1,-1.0
1240,2010-07-29,-0.9999999999999999,-1,-1.0
1241,2010-07-30,-0.9999999999999999,-1,-1.0
1242,2010-08-02,1.0,-1,-0.0
1243,2010-08-03,1.0,-1,-0.0
1244,2010-08-04,-0.9999999999999999,-1,-1.0
1245,2010-08-05,1.0,-1,-0.0
1246,2010-08-06,1.0,-1,-0.0
1247,2010-08-09,1.0,-1,-0.0
1248,2010-08-10,1.0,-1,-0.0
1249,2010-08-11,0.0,-1,-0.5
1250,2010-08-12,-0.9999999999999999,-1,-1.0
1251,2010-08-13,-0.9999999999999999,-1,-1.0
1252,2010-08-16,1.0,-1,-0.0
1253,2010-08-17,0.0,-1,-0.5
1254,2010-08-18,-0.9999999999999999,-1,-1.0
1255,2010-08-19,1.0,-1,-0.0
1256,2010-08-20,1.0,-1,-0.0
1257,2010-08-23,1.0,-1,-0.0
1258,2010-08-24,0.0,-1,-0.5
1259,2010-08-25,1.0,-1,-0.0
1260,2010-08-26,1.0,-1,-0.0
1261,2010-08-27,1.0,-1,-0.0
1262,2010-08-30,-0.9999999999999999,-1,-1.0
1263,2010-08-31,-0.9999999999999999,-1,-1.0
1264,2010-09-01,0.0,-1,-0.5
1265,2010-09-02,1.0,-1,-0.0
1266,2010-09-03,-0.9999999999999999,-1,-1.0
1267,2010-09-06,-0.9999999999999999,-1,-1.0
1268,2010-09-07,0.0,-1,-0.5
1269,2010-09-08,-0.9999999999999999,-1,-1.0
1270,2010-09-09,0.0,-1,-0.5
1271,2010-09-10,-0.9999999999999999,-1,-1.0
1272,2010-09-13,-0.9999999999999999,-1,-1.0
1273,2010-09-14,0.0,-1,-0.5
1274,2010-09-15,-0.9999999999999999,-1,-1.0
1275,2010-09-16,-0.9999999999999999,-1,-1.0
1276,2010-09-17,0.0,-1,-0.5
1277,2010-09-20,1.0,-1,-0.0
1278,2010-09-21,0.0,-1,-0.5
1279,2010-09-22,-0.9999999999999999,-1,-1.0
1280,2010-09-23,-0.9999999999999999,-1,-1.0
1281,2010-09-24,1.0,-1,-0.0
1282,2010-09-27,1.0,-1,-0.0
1283,2010-09-28,0.0,-1,-0.5
1284,2010-09-29,-0.9999999999999999,-1,-1.0
1285,2010-09-30,-0.9999999999999999,-1,-1.0
1286,2010-10-01,-0.9999999999999999,-1,-1.0
1287,2010-10-04,-0.9999999999999999,-1,-1.0
1288,2010-10-05,-0.9999999999999999,-1,-1.0
1289,2010-10-06,-0.9999999999999999,-1,-1.0
1290,2010-10-07,0.0,-1,-0.5
1291,2010-10-08,-0.9999999999999999,-1,-1.0
1292,2010-10-11,-0.9999999999999999,-1,-1.0
1293,2010-10-12,1.0,-1,-0.0
1294,2010-10-13,0.0,-1,-0.5
1295,2010-10-14,-0.9999999999999999,-1,-1.0
1296,2010-10-15,0.0,-1,-0.5
1297,2010-10-18,-0.9999999999999999,-1,-1.0
1298,2010-10-19,1.0,-1,-0.0
1299,2010-10-20,1.0,-1,-0.0
1300,2010-10-21,1.0,-1,-0.0
1301,2010-10-22,1.0,-1,-0.0
1302,2010-10-25,1.0,-1,-0.0
1303,2010-10-26,-0.9999999999999999,-1,-1.0
1304,2010-10-27,-0.9999999999999999,-1,-1.0
1305,2010-10-28,-0.9999999999999999,-1,-1.0
1306,2010-10-29,-0.9999999999999999,-1,-1.0
1307,2010-11-01,1.0,-1,-0.0
1308,2010-11-02,0.0,-1,-0.5
1309,2010-11-03,0.0,-1,-0.5
1310,2010-11-04,0.0,-1,-0.5
1311,2010-11-05,-0.9999999999999999,-1,-1.0
1312,2010-11-08,-0.9999999999999999,-1,-1.0
1313,2010-11-09,-0.9999999999999999,-1,-1.0
1314,2010-11-10,1.0,-1,-0.0
1315,2010-11-11,1.0,-1,-0.0
1316,2010-11-12,1.0,-1,-0.0
1317,2010-11-15,0.0,-1,-0.5
1318,2010-11-16,0.0,-1,-0.5
1319,2010-11-17,-0.9999999999999999,-1,-1.0
1320,2010-11-18,-0.9999999999999999,-1,-1.0
1321,2010-11-19,-0.9999999999999999,-1,-1.0
